loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,Income_to_Loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_status1
752,5,Not Graduate,No,6800000,20000000,0.34,4,459,14500000,3000000,25000000,4900000,Rejected,0
753,1,Graduate,Yes,8100000,31700000,0.255520505,10,755,0,12700000,30100000,4700000,Approved,1
754,3,Not Graduate,Yes,9200000,27700000,0.332129964,20,688,4800000,16300000,25800000,11200000,Approved,1
755,1,Not Graduate,Yes,7600000,26000000,0.292307692,6,384,2600000,1200000,20000000,7900000,Rejected,0
756,4,Graduate,No,600000,1600000,0.375,20,869,1400000,1000000,1700000,200000,Approved,1
757,1,Not Graduate,Yes,4700000,18700000,0.251336898,20,445,2100000,0,11100000,4000000,Rejected,0
758,0,Graduate,No,1400000,5500000,0.254545455,6,393,500000,1500000,5400000,1800000,Rejected,0
759,3,Graduate,Yes,9400000,24600000,0.382113821,10,414,8800000,13400000,23800000,5600000,Rejected,0
760,2,Graduate,No,9700000,19900000,0.487437186,16,395,2800000,13700000,37000000,10800000,Rejected,0
761,3,Not Graduate,Yes,8900000,21000000,0.423809524,14,815,200000,10800000,21600000,6400000,Approved,1
762,5,Graduate,No,4600000,10500000,0.438095238,8,758,3900000,4300000,15800000,2900000,Approved,1
763,5,Not Graduate,Yes,5600000,14500000,0.386206897,10,457,6900000,7800000,20600000,4600000,Rejected,0
764,0,Graduate,Yes,1000000,3200000,0.3125,10,854,2600000,800000,2900000,1200000,Approved,1
765,3,Graduate,No,3500000,10300000,0.339805825,16,324,2400000,900000,12600000,2400000,Rejected,0
766,0,Not Graduate,No,7900000,31500000,0.250793651,14,849,19400000,10300000,26600000,10600000,Approved,1
767,3,Graduate,Yes,6100000,24200000,0.252066116,12,672,300000,11100000,23500000,5000000,Approved,1
768,3,Not Graduate,Yes,8900000,20900000,0.425837321,6,859,9600000,16500000,29300000,11100000,Approved,1
769,4,Graduate,No,5300000,15400000,0.344155844,8,584,5100000,1700000,14000000,5000000,Approved,1
770,5,Not Graduate,No,1300000,4800000,0.270833333,4,346,3200000,1600000,3400000,1600000,Approved,1
771,3,Graduate,No,4000000,12800000,0.3125,18,635,6000000,7000000,12900000,4200000,Approved,1
772,2,Not Graduate,No,8700000,22700000,0.383259912,4,365,8200000,14800000,30200000,7200000,Rejected,0
773,1,Not Graduate,No,9500000,20000000,0.475,16,856,24900000,0,35700000,6200000,Approved,1
774,5,Graduate,Yes,9000000,20000000,0.45,2,440,17100000,1000000,28500000,7600000,Rejected,0
775,0,Graduate,Yes,7300000,23300000,0.313304721,2,616,15700000,5900000,25800000,4100000,Approved,1
776,3,Graduate,Yes,7400000,25700000,0.287937743,2,461,5700000,2900000,15100000,5100000,Approved,1
777,5,Not Graduate,No,3100000,10800000,0.287037037,10,681,5100000,1700000,7400000,1500000,Approved,1
778,2,Graduate,No,4300000,9400000,0.457446809,2,485,11000000,8100000,11000000,2200000,Rejected,0
779,1,Graduate,Yes,2400000,8300000,0.289156627,6,684,5500000,3500000,5300000,2300000,Approved,1
780,1,Graduate,No,5400000,17900000,0.301675978,14,727,13100000,0,12300000,4700000,Approved,1
781,2,Not Graduate,No,1600000,5100000,0.31372549,6,784,1400000,2400000,4500000,1400000,Approved,1
782,3,Not Graduate,Yes,9900000,20400000,0.485294118,4,865,26300000,3600000,36500000,12800000,Approved,1
783,3,Not Graduate,No,5800000,20100000,0.288557214,18,791,1400000,10800000,16300000,5600000,Approved,1
784,4,Not Graduate,No,2200000,8500000,0.258823529,16,866,4000000,1900000,6800000,2800000,Approved,1
785,0,Graduate,No,5000000,14400000,0.347222222,2,761,-100000,7300000,12600000,4500000,Approved,1
786,2,Not Graduate,Yes,600000,2100000,0.285714286,18,572,400000,500000,1400000,300000,Approved,1
787,4,Graduate,No,2200000,8600000,0.255813953,6,601,2700000,2900000,6700000,3300000,Approved,1
788,1,Graduate,Yes,2600000,5500000,0.472727273,14,820,2700000,2400000,9300000,2000000,Approved,1
789,4,Not Graduate,No,1200000,4300000,0.279069767,8,598,1600000,1800000,3200000,1300000,Approved,1
790,2,Graduate,No,3100000,8700000,0.356321839,18,544,5300000,1100000,12200000,1500000,Rejected,0
791,5,Not Graduate,Yes,4600000,14500000,0.317241379,14,561,2300000,6200000,10200000,5800000,Approved,1
792,4,Graduate,Yes,9300000,35500000,0.261971831,6,547,2800000,17800000,27000000,13900000,Rejected,0
793,4,Graduate,No,6300000,13400000,0.470149254,2,504,10500000,10900000,14500000,9400000,Rejected,0
794,2,Not Graduate,No,5900000,20800000,0.283653846,14,530,7100000,5800000,13100000,8800000,Rejected,0
795,2,Graduate,Yes,2900000,10600000,0.273584906,6,614,1000000,300000,7600000,3600000,Approved,1
796,4,Not Graduate,No,6100000,22400000,0.272321429,18,351,11800000,5000000,24400000,4800000,Rejected,0
797,4,Graduate,Yes,5900000,19700000,0.299492386,10,431,3300000,9200000,22700000,5300000,Rejected,0
798,1,Not Graduate,Yes,4600000,18400000,0.25,10,403,200000,8800000,17300000,2900000,Rejected,0
799,2,Not Graduate,No,7000000,20200000,0.346534653,8,668,16600000,5000000,26100000,9100000,Approved,1
800,3,Not Graduate,Yes,5100000,10400000,0.490384615,18,399,8000000,4300000,20100000,4600000,Rejected,0
801,1,Graduate,No,3100000,10600000,0.29245283,14,665,6200000,800000,9500000,3900000,Approved,1
802,2,Graduate,No,4100000,12800000,0.3203125,16,344,10300000,7000000,15800000,4100000,Rejected,0
803,0,Graduate,No,1800000,5400000,0.333333333,16,555,3900000,2900000,5100000,1700000,Approved,1
804,4,Not Graduate,Yes,8200000,26900000,0.304832714,20,301,23800000,13600000,31000000,9900000,Rejected,0
805,2,Not Graduate,Yes,800000,2100000,0.380952381,6,726,2000000,0,2600000,600000,Approved,1
806,2,Graduate,No,8400000,23100000,0.363636364,6,689,5700000,2500000,18900000,11900000,Approved,1
807,0,Not Graduate,No,8500000,33900000,0.250737463,4,665,8500000,12800000,17900000,4500000,Approved,1
808,3,Not Graduate,Yes,3300000,12700000,0.25984252,16,608,3600000,6200000,12600000,4500000,Approved,1
809,3,Not Graduate,No,5800000,12800000,0.453125,20,335,4400000,3000000,15300000,8000000,Rejected,0
810,3,Not Graduate,No,4400000,10500000,0.419047619,18,677,100000,2000000,12100000,5000000,Approved,1
811,1,Not Graduate,No,2600000,8500000,0.305882353,2,491,1700000,1800000,5300000,2600000,Approved,1
812,2,Not Graduate,Yes,9600000,28100000,0.341637011,20,763,23000000,11800000,27500000,10300000,Approved,1
813,5,Not Graduate,Yes,5200000,18100000,0.287292818,8,809,2400000,6900000,14000000,5500000,Approved,1
814,5,Not Graduate,Yes,9700000,36400000,0.266483516,16,544,3500000,15000000,31300000,5200000,Rejected,0
815,1,Graduate,Yes,200000,800000,0.25,14,624,600000,0,600000,0,Approved,1
816,3,Graduate,No,6500000,16800000,0.386904762,10,388,9500000,800000,14900000,7200000,Rejected,0
817,4,Graduate,Yes,7200000,23100000,0.311688312,14,644,13300000,3500000,18300000,4200000,Approved,1
818,0,Not Graduate,No,5200000,18400000,0.282608696,14,600,7300000,9700000,16500000,3600000,Approved,1
819,2,Not Graduate,No,6500000,14100000,0.460992908,2,709,1000000,12700000,20900000,4000000,Approved,1
820,5,Graduate,Yes,2300000,5600000,0.410714286,8,642,2600000,1900000,8600000,2500000,Approved,1
821,0,Not Graduate,Yes,3300000,10400000,0.317307692,4,423,7400000,4700000,11600000,3200000,Approved,1
822,0,Not Graduate,Yes,2000000,5900000,0.338983051,12,900,3800000,2400000,7100000,3000000,Approved,1
823,2,Graduate,Yes,8300000,19500000,0.425641026,4,415,2300000,9400000,21700000,8600000,Rejected,0
824,4,Graduate,Yes,3800000,14300000,0.265734266,4,645,1300000,1100000,10900000,4600000,Approved,1
825,0,Not Graduate,No,5700000,15600000,0.365384615,16,742,700000,5800000,11400000,6800000,Approved,1
826,4,Not Graduate,No,7300000,19800000,0.368686869,8,724,5500000,6000000,29000000,10300000,Approved,1
827,1,Graduate,No,1600000,5400000,0.296296296,12,707,600000,1700000,6200000,800000,Approved,1
828,5,Not Graduate,Yes,800000,2500000,0.32,4,780,500000,900000,1700000,400000,Approved,1
829,4,Not Graduate,No,6300000,21900000,0.287671233,10,538,9600000,5400000,19300000,7800000,Rejected,0
830,2,Graduate,No,8800000,17700000,0.497175141,14,706,22900000,4300000,30300000,9200000,Approved,1
831,0,Graduate,No,7300000,14500000,0.503448276,16,811,1000000,12400000,16100000,9600000,Approved,1
832,2,Graduate,Yes,3800000,9100000,0.417582418,14,849,6300000,2400000,9500000,2500000,Approved,1
833,3,Graduate,No,6200000,16700000,0.371257485,10,880,15800000,8200000,20100000,9100000,Approved,1
834,5,Not Graduate,Yes,3500000,9500000,0.368421053,4,664,9500000,500000,7800000,5200000,Approved,1
835,5,Graduate,Yes,1400000,5000000,0.28,2,465,0,2600000,5300000,1500000,Approved,1
836,3,Not Graduate,Yes,3500000,12000000,0.291666667,2,786,600000,6400000,10700000,1700000,Approved,1
837,1,Graduate,Yes,600000,2000000,0.3,10,326,400000,1000000,2400000,700000,Rejected,0
838,0,Not Graduate,No,4100000,10800000,0.37962963,16,399,5900000,7600000,12700000,5300000,Rejected,0
839,2,Not Graduate,Yes,5400000,11500000,0.469565217,6,841,6800000,100000,11100000,6600000,Approved,1
840,2,Not Graduate,Yes,2000000,6700000,0.298507463,14,638,4900000,200000,4900000,2300000,Approved,1
841,4,Graduate,Yes,3500000,8900000,0.393258427,4,478,4000000,3900000,11300000,3800000,Rejected,0
842,0,Graduate,Yes,8300000,30000000,0.276666667,4,600,14600000,12500000,24800000,12000000,Approved,1
843,0,Graduate,Yes,6700000,15600000,0.429487179,16,768,300000,1800000,26000000,3800000,Approved,1
844,0,Not Graduate,No,1900000,6500000,0.292307692,10,523,2400000,1100000,6200000,1100000,Rejected,0
845,2,Graduate,Yes,6500000,20900000,0.311004785,14,327,8200000,100000,22800000,4700000,Rejected,0
846,1,Graduate,Yes,600000,1800000,0.333333333,8,799,1000000,700000,2200000,800000,Approved,1
847,5,Graduate,No,7000000,23000000,0.304347826,18,803,18700000,6300000,27800000,4100000,Approved,1
848,2,Graduate,No,7700000,15400000,0.5,18,524,12900000,5100000,21000000,6600000,Rejected,0
849,1,Graduate,No,2600000,6600000,0.393939394,6,506,2300000,1900000,9600000,2100000,Rejected,0
850,1,Graduate,No,9200000,18800000,0.489361702,2,351,22400000,2200000,31500000,13000000,Rejected,0
851,2,Graduate,Yes,1800000,4200000,0.428571429,8,648,1200000,3100000,6200000,1600000,Approved,1
852,1,Not Graduate,No,4900000,18500000,0.264864865,4,612,6100000,5900000,16400000,2900000,Approved,1
853,1,Graduate,No,5700000,12400000,0.459677419,14,396,5400000,7500000,17600000,5600000,Rejected,0
854,3,Not Graduate,No,300000,800000,0.375,2,458,500000,0,1100000,200000,Rejected,0
855,3,Graduate,Yes,1700000,3400000,0.5,6,488,100000,500000,4500000,1600000,Rejected,0
856,4,Graduate,No,7000000,18900000,0.37037037,6,475,1300000,6100000,14700000,5200000,Rejected,0
857,1,Not Graduate,No,2200000,7000000,0.314285714,18,417,2000000,3900000,6500000,1900000,Rejected,0
858,2,Not Graduate,No,6800000,18700000,0.363636364,8,781,17600000,900000,23700000,5400000,Approved,1
859,1,Not Graduate,Yes,2400000,6200000,0.387096774,12,337,3400000,2100000,9400000,2300000,Rejected,0
860,0,Not Graduate,Yes,600000,1800000,0.333333333,12,511,300000,200000,2200000,400000,Rejected,0
861,4,Graduate,No,6200000,17300000,0.358381503,6,837,12600000,3700000,24700000,4600000,Approved,1
862,1,Not Graduate,No,7600000,24600000,0.308943089,12,810,1300000,10500000,30300000,5200000,Approved,1
863,2,Not Graduate,No,4800000,10600000,0.452830189,8,588,3700000,5200000,15000000,4500000,Approved,1
864,5,Graduate,No,4200000,9200000,0.456521739,12,870,3200000,2400000,12300000,5700000,Approved,1
865,0,Not Graduate,Yes,7200000,20700000,0.347826087,10,733,15600000,12000000,19200000,9900000,Approved,1
866,5,Not Graduate,Yes,6400000,20300000,0.315270936,16,348,10000000,10900000,20400000,6900000,Rejected,0
867,0,Not Graduate,Yes,8900000,23000000,0.386956522,12,741,5600000,11200000,27100000,7100000,Approved,1
868,3,Not Graduate,No,5100000,14500000,0.351724138,12,306,700000,8800000,11600000,2900000,Rejected,0
869,2,Graduate,Yes,6300000,19500000,0.323076923,18,428,15900000,7200000,19900000,6500000,Rejected,0
870,3,Graduate,No,6600000,22100000,0.298642534,4,455,3800000,3000000,25100000,7400000,Approved,1
871,1,Not Graduate,Yes,4800000,14700000,0.326530612,2,356,7100000,8800000,13400000,5500000,Approved,1
872,0,Graduate,No,200000,400000,0.5,4,594,500000,0,400000,100000,Approved,1
873,0,Not Graduate,Yes,7500000,25800000,0.290697674,18,844,9100000,600000,18600000,6500000,Approved,1
874,4,Graduate,No,9000000,34700000,0.259365994,4,771,4800000,9500000,34100000,7700000,Approved,1
875,2,Graduate,No,5400000,12500000,0.432,4,622,14400000,2900000,11800000,5400000,Approved,1
876,1,Not Graduate,Yes,1700000,4500000,0.377777778,20,480,200000,600000,5400000,1900000,Rejected,0
877,4,Graduate,No,4300000,11500000,0.373913043,20,337,11100000,6000000,17000000,5200000,Rejected,0
878,1,Graduate,No,5200000,11200000,0.464285714,6,698,14100000,7600000,18800000,2700000,Approved,1
879,4,Not Graduate,No,4400000,17000000,0.258823529,18,302,1000000,2100000,14000000,5700000,Rejected,0
880,1,Not Graduate,Yes,3900000,7800000,0.5,14,349,11200000,500000,11800000,3600000,Rejected,0
881,0,Graduate,No,1100000,3300000,0.333333333,10,482,2800000,300000,2900000,1600000,Rejected,0
882,2,Graduate,No,2500000,8200000,0.304878049,10,429,1500000,4100000,5900000,2200000,Rejected,0
883,4,Graduate,No,500000,1300000,0.384615385,8,471,500000,300000,1500000,700000,Rejected,0
884,0,Graduate,Yes,9000000,32400000,0.277777778,10,895,16800000,5800000,20700000,9500000,Approved,1
885,1,Not Graduate,Yes,5100000,20300000,0.251231527,18,757,11800000,3400000,13400000,3200000,Approved,1
886,2,Graduate,No,5200000,13500000,0.385185185,2,777,7000000,5200000,15500000,6100000,Approved,1
887,5,Not Graduate,Yes,4400000,8900000,0.494382022,4,761,8100000,1000000,14200000,3000000,Approved,1
888,1,Graduate,No,1900000,4200000,0.452380952,12,821,5200000,1500000,5000000,2700000,Approved,1
889,4,Not Graduate,Yes,9200000,26500000,0.347169811,6,662,1000000,400000,26900000,5300000,Approved,1
890,2,Not Graduate,Yes,4800000,16500000,0.290909091,10,350,2000000,6500000,11400000,2900000,Rejected,0
891,4,Not Graduate,No,4900000,10700000,0.457943925,20,321,1200000,400000,11100000,6500000,Rejected,0
892,3,Graduate,Yes,4800000,10100000,0.475247525,4,368,9100000,5100000,16500000,3500000,Rejected,0
893,4,Graduate,No,9300000,24900000,0.373493976,14,455,27600000,4700000,35100000,13900000,Rejected,0
894,5,Not Graduate,Yes,7500000,24600000,0.304878049,8,744,1600000,3600000,16700000,9300000,Approved,1
895,1,Graduate,No,5900000,16800000,0.351190476,4,806,11200000,9700000,22800000,7100000,Approved,1
896,0,Graduate,No,9400000,27900000,0.336917563,6,456,21400000,18500000,35600000,7800000,Rejected,0
897,5,Graduate,No,5300000,13400000,0.395522388,8,719,1600000,200000,11400000,5300000,Approved,1
898,4,Graduate,No,3700000,9000000,0.411111111,18,668,7800000,1600000,13400000,3100000,Approved,1
899,0,Graduate,Yes,2500000,5800000,0.431034483,18,494,5100000,4400000,8500000,2300000,Rejected,0
900,4,Not Graduate,No,2800000,10800000,0.259259259,2,841,700000,2600000,7100000,4100000,Approved,1
901,0,Graduate,Yes,5400000,21400000,0.252336449,8,721,8200000,6400000,16700000,7400000,Approved,1
902,5,Graduate,No,3100000,9400000,0.329787234,10,414,200000,5300000,8000000,2800000,Rejected,0
903,5,Not Graduate,No,4800000,15500000,0.309677419,10,812,9500000,1500000,17800000,3500000,Approved,1
904,1,Not Graduate,No,8800000,17500000,0.502857143,20,832,1800000,3600000,24000000,7400000,Approved,1
905,2,Graduate,No,4100000,14900000,0.275167785,12,571,-100000,5200000,13000000,3400000,Approved,1
906,5,Not Graduate,No,9700000,37000000,0.262162162,14,459,28700000,17900000,22800000,5600000,Rejected,0
907,2,Graduate,Yes,6400000,24100000,0.265560166,6,592,2500000,6300000,20200000,6000000,Approved,1
908,5,Graduate,No,3400000,13100000,0.259541985,20,527,900000,4500000,8600000,4000000,Rejected,0
909,4,Not Graduate,No,3500000,10200000,0.343137255,12,333,7600000,6400000,8100000,3400000,Rejected,0
910,3,Not Graduate,No,3200000,10000000,0.32,18,532,3300000,100000,9800000,2100000,Rejected,0
911,2,Graduate,Yes,4900000,13100000,0.374045802,18,754,8200000,3300000,16500000,7200000,Approved,1
912,0,Graduate,Yes,1300000,4800000,0.270833333,4,835,500000,100000,3300000,800000,Rejected,0
913,4,Graduate,No,2500000,5400000,0.462962963,10,592,3400000,1500000,9900000,2900000,Approved,1
914,0,Graduate,No,7500000,27300000,0.274725275,20,553,11600000,2800000,26200000,6100000,Approved,1
915,2,Graduate,No,700000,2000000,0.35,8,806,1900000,1100000,2200000,400000,Approved,1
916,4,Graduate,Yes,8200000,28500000,0.287719298,2,378,6800000,11200000,26400000,11500000,Approved,1
917,1,Not Graduate,No,6900000,26200000,0.263358779,4,534,14500000,11900000,14900000,9400000,Approved,1
918,1,Not Graduate,Yes,1500000,5900000,0.254237288,16,400,4200000,2400000,4800000,1500000,Rejected,0
919,3,Graduate,No,6300000,18300000,0.344262295,18,543,1800000,9400000,17700000,3500000,Rejected,0
920,0,Not Graduate,Yes,8800000,25600000,0.34375,10,715,25300000,2500000,34900000,8600000,Approved,1
921,4,Graduate,Yes,8900000,20700000,0.429951691,6,684,1100000,9200000,20400000,6700000,Approved,1
922,3,Not Graduate,Yes,2100000,6100000,0.344262295,8,346,5500000,600000,4500000,2900000,Rejected,0
923,1,Graduate,Yes,9200000,29200000,0.315068493,6,669,9900000,12900000,23400000,11700000,Approved,1
924,2,Not Graduate,No,3600000,8000000,0.45,12,566,10500000,3000000,8900000,2700000,Approved,1
925,0,Not Graduate,Yes,8600000,23600000,0.36440678,2,361,25800000,5300000,24700000,7500000,Rejected,0
926,5,Graduate,No,3000000,8000000,0.375,6,333,3200000,400000,8200000,2200000,Rejected,0
927,3,Not Graduate,Yes,5200000,16300000,0.319018405,8,335,9500000,7000000,13600000,7300000,Rejected,0
928,3,Graduate,Yes,7200000,20400000,0.352941176,10,558,0,13200000,27200000,10600000,Approved,1
929,1,Not Graduate,Yes,4000000,15600000,0.256410256,12,436,10400000,2800000,14800000,3200000,Rejected,0
930,1,Not Graduate,No,2400000,5200000,0.461538462,2,371,6100000,3100000,8500000,1400000,Rejected,0
931,2,Not Graduate,Yes,5500000,18400000,0.298913043,10,515,6800000,4400000,18500000,4100000,Rejected,0
932,0,Not Graduate,Yes,9000000,24300000,0.37037037,10,599,12900000,3400000,26900000,6400000,Approved,1
933,0,Not Graduate,Yes,7900000,24000000,0.329166667,20,728,18600000,15600000,21800000,7400000,Approved,1
934,2,Not Graduate,Yes,6200000,21600000,0.287037037,20,679,18600000,2500000,24500000,9100000,Approved,1
935,3,Graduate,Yes,7900000,29200000,0.270547945,4,399,23200000,5500000,30200000,6900000,Approved,1
936,3,Not Graduate,No,1200000,4500000,0.266666667,6,819,1400000,1100000,4400000,900000,Approved,1
937,1,Graduate,No,4700000,11700000,0.401709402,6,308,11800000,1100000,15100000,3700000,Rejected,0
938,5,Graduate,Yes,5900000,15600000,0.378205128,2,730,12600000,4700000,15900000,5900000,Approved,1
939,4,Not Graduate,Yes,1400000,5100000,0.274509804,14,312,4000000,1000000,3200000,1400000,Rejected,0
940,3,Not Graduate,Yes,4700000,12800000,0.3671875,16,740,2200000,8600000,11700000,6100000,Approved,1
